"Freq [GHz]","dB(S(1,1)) [] - $Er='2.5'","dB(S(1,1)) [] - $Er='2.6'","dB(S(1,1)) [] - $Er='2.7'","dB(S(1,1)) [] - $Er='2.8'","dB(S(1,1)) [] - $Er='2.9'","dB(S(1,1)) [] - $Er='3'","dB(S(1,1)) [] - $Er='3.1'","dB(S(1,1)) [] - $Er='3.2'","dB(S(1,1)) [] - $Er='3.3'","dB(S(1,1)) [] - $Er='3.4'","dB(S(1,1)) [] - $Er='3.5'","dB(S(1,1)) [] - $Er='3.6'","dB(S(1,1)) [] - $Er='3.7'","dB(S(1,1)) [] - $Er='3.8'","dB(S(1,1)) [] - $Er='3.9'","dB(S(1,1)) [] - $Er='4'","dB(S(1,1)) [] - $Er='4.4'"
0.1,-36.8901401116638,-47.6521438732848,-46.8095208373665,-47.8857857392278,-55.5263384366315,-48.7032151913182,-46.8854456790996,-41.524352346807,-42.0419510907075,-52.7432117292641,-41.5889104640891,-46.2134721500762,-45.9683127247689,-48.5176445007159,-71.8007938044237,-41.8869123408618,-55.043073282517
0.11,-36.1451651563602,-47.2164996542872,-46.3007440925419,-47.3286464157411,-55.7145891285968,-48.2812403318716,-46.3644841768989,-40.784037435671,-41.4832113843468,-52.6956441474561,-40.8693497089941,-45.7350514991991,-45.7342493480216,-48.6040125650799,-71.5630662535577,-41.1857365594016,-55.3467440711145
0.12,-35.4613064843041,-46.7876554184915,-45.8075656492033,-46.7939762714014,-55.9219513209359,-47.8711508747625,-45.8617919412576,-40.1030453237306,-40.9482004861924,-52.6479529170693,-40.2047719091511,-45.2776114530356,-45.4927379774978,-48.7004026103706,-71.3211433584641,-40.5359001285883,-55.6224192700522
0.13,-34.8308322544721,-46.3682188128754,-45.3316904599641,-46.2824634696189,-56.1487680011586,-47.4753209497499,-45.3787436738696,-39.4740616576903,-40.4374550015813,-52.6011466432742,-39.5890439664787,-44.8426530440914,-45.2459344694461,-48.8073493383282,-71.0771277579257,-39.9322258715081,-55.8704596207414
0.14,-34.2473386592999,-45.9599471748382,-44.8739590045137,-45.7940428785345,-56.3954089217951,-47.0952493956128,-44.9158745830696,-38.8909709096425,-39.9507788690805,-52.5562593470895,-39.0168833719729,-44.4308274576572,-44.9957449369627,-48.9254555830536,-70.8326650616027,-39.3701154363415,-56.0920040320004
0.15,-33.705496309001,-45.5639597976629,-44.4346285108619,-45.3281926475569,-56.6622606367241,-46.7317943033859,-44.4731707189043,-38.3486471040696,-39.4875393655967,-52.5143442858806,-38.4837647811015,-44.0422234803782,-44.7438320113118,-49.0553991753698,-70.5889497061476,-38.845541850598,-56.2886714686014
0.16,-33.200842681689,-45.1809057123632,-44.0135726395045,-44.884129420402,-56.9497099386546,-46.3853532102502,-44.0502700415038,-37.8427740952966,-39.0468600094381,-52.4764693208184,-37.9858145321059,-43.6765683500962,-44.4916291843974,-49.1979410936237,-70.3467337671151,-38.3550010032407,-56.4623557004761
0.17,-32.729616281378,-44.8110928994293,-43.6104209904708,-44.4609348947844,-57.2581176965862,-46.055998472001,-43.6465995966971,-37.3696975860237,-38.6277443377838,-52.4437137572645,-37.5197110914987,-43.3333659661061,-44.2403599886363,-49.353935175578,-70.1063339064521,-37.8954502229276,-56.6150877212846
0.18,-32.2886252699172,-44.454586008641,-43.2246553329895,-44.0576365484322,-57.5877788140584,-45.7435773913969,-43.2614679229465,-36.9263054697596,-38.2291539579922,-52.4171665226167,-37.0825975575953,-43.0119908166156,-43.9910595245329,-49.524339742584,-69.8676332799269,-37.4642466395742,-56.7489463923177
0.19,-31.8751435319415,-44.1112792945658,-42.8556752085349,-43.6732580458634,-57.9388622333234,-45.4477854410131,-42.8941265012084,-36.5099317260729,-37.8500566157703,-52.3979254967165,-36.6720072884649,-42.7117510455388,-43.7445965424962,-49.7102315880713,-69.630076738796,-37.0590905905421,-56.8660029776566
0.2,-31.4868282213663,-43.7809505029201,-42.5028420820931,-43.3068497240206,-58.3113224397291,-45.1682193338776,-42.5438099814753,-36.11827929611,-37.4894547373389,-52.3870977688612,-36.2858017055097,-42.431930212846,-43.5016948704212,-49.9128229165343,-69.3926591075871,-36.6779758181396,-56.9682892910248
0.21,-31.121654036374,-43.4633003436512,-42.1655085720361,-42.9575060719491,-58.7047706399191,-44.9044151880171,-42.2097619488372,-35.7493580409713,-37.1464013443745,-52.3858005576699,-35.9221186631059,-42.171814443216,-43.2629534375334,-50.1334819994129,-69.1539078333286,-36.3191465973129,-57.0577822181735
0.22,-30.7778605220344,-43.1579811734451,-41.8430373553233,-42.6243747848386,-59.1182897016142,-44.6558757573789,-41.8912508894107,-35.4014346240461,-36.8200078769324,-52.3951624890602,-35.5793296950488,-41.9307096111387,-43.028864485471,-50.3737585590256,-68.9118630201944,-35.9810612521359,-57.136399597712
0.23,-30.4539095500445,-42.8646176588512,-41.5348129627848,-42.3066604198251,-59.5501724700518,-44.422089688947,-41.5875795529485,-35.0729918168812,-36.509446899958,-52.4163248753634,-35.2560045977088,-41.7079517726698,-42.7998297974907,-50.6354152280053,-68.6640598884756,-35.6623612846337,-57.2060040381113
0.24,-30.1484507872443,-42.5828215108894,-41.2402487046658,-42.0036246517575,-59.9975596292955,-44.2025449887315,-41.2980898995317,-34.7626952706637,-36.2139516426456,-52.4504425649617,-34.9508820300108,-41.5029130542026,-42.5761749369159,-50.9204668996621,-68.407521024615,-35.3618453110464,-57.2684123894218
0.25,-29.8602934714223,-42.3122018547152,-40.9587902845098,-41.7145844457248,-60.4559543647658,-43.9967382956753,-41.0221651248525,-34.4693662262122,-35.9328136447758,-52.4986838234714,-34.6628450338257,-41.3150045171934,-42.3581615862864,-51.2312304449217,-68.1387682216458,-35.0784470612185,-57.3254094072399
0.26,-29.5883831981234,-42.0523723969737,-40.6899171839523,-41.4389090118722,-60.918604096868,-43.8041811300537,-40.7592297839384,-34.191958971397,-35.6653793397736,-52.5622285464289,-34.3909005788704,-41.1436770407086,-42.1459981359201,-51.5703882170854,-67.8538657496993,-34.8112167891734,-57.3787647421517
0.27,-29.3317827144521,-41.8029562522745,-40.4331425700845,-41.1760161089033,-61.3757778211483,-43.6244039651488,-40.5087487081449,-33.9295421148432,-35.4110461114155,-52.6422638647161,-34.1341624061997,-40.9884209345768,-41.939848698131,-51.9410701424056,-67.5485076731668,-34.5593055401869,-57.4302528325072
0.28,-29.0896559379939,-41.563589065687,-40.1880122468386,-40.9253680642426,-61.8140502763703,-43.4569587385712,-40.2702251875774,-33.6812829452808,-35.1692581680143,-52.7399758524754,-33.8918365842822,-40.848764768652,-41.7398407312402,-52.3469612353259,-67.2181601426208,-34.3219518100058,-57.4816756250703
0.29,-28.8612545883875,-41.3339209015514,-39.9541030116302,-40.6864677471494,-62.2158470428754,-43.3014202500888,-40.0431987384397,-33.4464343006373,-34.9395024505702,-52.8565355334628,-33.6632093049708,-40.7242737463714,-41.5460714531199,-52.7924444627632,-66.8582641878811,-34.0984702109421,-57.5348883367835
0.3,-28.6459069488868,-41.1136172456229,-39.7310206669022,-40.4588546437422,-62.5596894382076,-43.1573867692897,-39.8272426700603,-33.224323490649,-34.72130470747,-52.9930766362369,-33.447636537668,-40.6145478415414,-41.3586132124446,-53.2827936487258,-66.4644947436188,-33.888241826593,-57.5918287329236
0.31,-28.4430083752354,-40.9023593764458,-39.5183978584244,-40.2421011250563,-62.8216958518792,-43.0244800863667,-39.6219615944523,-33.0143429096707,-34.5142258131965,-53.1506614759898,-33.2445352327261,-40.5192198410526,-41.1775179705965,-53.8244386521484,-66.0330581894475,-33.6907059926951,-57.6545506587205
0.32,-28.2520132466392,-40.6998442945441,-39.3158918579347,-40.0358089610748,-62.9787141476993,-42.9023451736096,-39.4269889719408,-32.8159420487729,-34.3178583724566,-53.3302298154595,-33.0533758231951,-40.4379533826786,-41.0028210305412,-54.4253372975852,-65.5609964170568,-33.5053532874782,-57.7252628474272
0.33,-28.0724281139725,-40.5057843482653,-39.123182369831,-39.8396061085852,-63.0127542657397,-42.790649577152,-39.241984752594,-32.628620672929,-34.1318236277603,-53.5325234255338,-32.8736758203933,-40.3704410390904,-40.8345441323945,-55.0955090029585,-65.0464550979957,-33.3317195523691,-57.8063743626266
0.34,-27.903805847664,-40.3199066583256,-38.9399694151824,-39.6531437843278,-62.9153348449502,-42.6890826232891,-39.0666331501042,-32.4519229737083,-33.9557686734945,-53.7579761690959,-32.7049943358487,-40.3164024717633,-40.6726980196619,-55.8478203264649,-64.4888725254216,-33.1693807944174,-57.9005484434323
0.35,-27.7457406250044,-40.1419524158762,-38.765971327861,-39.4760938243078,-62.6897797242504,-42.5973544977434,-38.9006405690547,-32.2854325431772,-33.7893639701202,-54.0065556786327,-32.5469273918555,-40.2755826580693,-40.5172845657035,-56.6991755254413,-63.8890559900042,-33.0179488466398,-58.0107670391728
0.36,-27.5978636261905,-39.9716761087361,-38.6009228847109,-39.3081463233564,-62.350247222143,-42.5151952370369,-38.7437336958959,-32.128768042739,-33.6323011463702,-54.2775382514196,-32.3991039067575,-40.247750179061,-40.3682985370294,-57.6723811324864,-63.2491334788352,-32.8770676826663,-58.1404089796843
0.37,-27.4598393320118,-39.8088447154725,-38.4445735826637,-39.14900754476,-61.9180199011721,-42.4423536567687,-38.5956577568522,-31.9815794630194,-33.4842910739948,-54.5691942742263,-32.2611822602957,-40.2326955424404,-40.2257290586127,-58.7991738086262,-62.5723933402936,-32.7464102985156,-58.2933455619579
0.38,-27.3313623349943,-39.6532368959091,-38.2966860694218,-38.9983980871396,-61.416882032022,-42.3785962307298,-38.4561749412987,-31.8435448888506,-33.3450621978426,-54.8783596398596,-32.1328473599108,-40.2302295036158,-40.0895608364347,-60.1253246534229,-61.8630452887101,-32.6256760877602,-58.4740583601836
0.39,-27.2121545910728,-39.5046421983901,-38.1570347299219,-38.8560512941867,-60.8693365608108,-42.323705926413,-38.3250629861247,-31.714367697865,-33.2143591033242,-55.1998745347329,-32.0138081415145,-40.2401813364856,-39.9597751838496,-61.7195047732403,-61.1259465264367,-32.5145886473428,-58.6877852394107
0.4,-27.1019630512261,-39.3628602980004,-38.0254044276995,-38.7217118919734,-60.2944308398947,-42.2774809958556,-38.2021139147109,-31.5937741329044,-33.0919413032261,-55.5258950471002,-31.9037954485405,-40.262396993746,-39.8363508909306,-63.6884690828345,-60.3663352069026,-32.4128939603855,-58.9407016504348
0.41,-27.0005576225912,-39.2277002753856,-37.9015893980897,-38.5951348380984,-59.7070469292171,-42.2397337153397,-38.0871329230325,-31.4815111979561,-32.97758222617,-55.8451422776466,-31.8025602415129,-40.2967370832644,-39.7192649695991,-66.1965366309353,-59.5896028048121,-32.3203589098451,-59.2401446053287
0.42,-26.9077294168319,-39.0989799424336,-37.7853922886548,-38.4760843667711,-59.1181238797848,-42.2102890628606,-37.9799374048044,-31.3773448350811,-32.8710683895993,-56.142268116946,-31.7098720973169,-40.3430745715936,-39.6084933019024,-69.4138061410038,-58.8011223015207,-32.2367700831564,-59.5948843326235
0.43,-26.8232892503522,-38.9765252185633,-37.6766233411216,-38.3643332139602,-58.5353042188038,-42.1889833181537,-37.8803561073348,-31.2810583461508,-32.7721987409255,-56.3976907917708,-31.6255179631033,-40.4012921071907,-39.5040112141762,-72.6054638455392,-58.006135177157,-32.1619328332963,-60.0154382867276
0.44,-26.7470663665846,-38.8601695595104,-37.5750997083323,-38.2596620069092,-57.9636739256524,-42.1756625662103,-37.7882284097433,-31.1924510284306,-32.6807841513024,-56.5884286098263,-31.5493011345542,-40.4712788334851,-39.4057939958861,-71.8639008080712,-57.2096898664264,-32.0956705662088,-60.5143901246894
0.45,-26.6789073553004,-38.7497534391227,-37.4806448991542,-38.161858802597,-57.4064318008988,-42.1701810814464,-37.7034037153329,-31.1113369973605,-32.5966470473896,-56.690458541331,-31.4810404322531,-40.5529265346731,-39.313817378597,-68.2832003860114,-56.4166183586477,-32.0378242284024,-61.10658539972
0.46,-26.6186752478398,-38.6451238836699,-37.3930883439209,-38.0707187600968,-56.8654313211066,-42.1723995658905,-37.6257409501473,-31.0375441734491,-32.5196211673848,-56.6826793687512,-31.4205695533069,-40.6461249240325,-39.2280579876776,-65.1142643355663,-55.6315354101321,-31.9882519719037,-61.8088249078645
0.47,-26.5662487705135,-38.546134057436,-37.3122650727447,-37.9860439322423,-56.3415926141358,-42.182183210846,-37.5551081600474,-30.9709134131653,-32.4495514285265,-56.5515900077704,-31.367736578255,-40.7507558446861,-39.1484937769493,-62.6258014676525,-54.8588452843205,-31.9468289767051,-62.6379869214828
0.48,-26.5215217412811,-38.4526428978372,-37.2380154989218,-37.9076431625467,-55.8352038697671,-42.1993995474289,-37.4913821989902,-30.9112977661822,-32.3862938941882,-56.2948372644234,-31.3224036157878,-40.8666861052671,-39.0751044544551,-60.6275558510731,-54.1027430388209,-31.9134474134763,-63.6046294650526
0.49,-26.4844025972769,-38.3645147979306,-37.1701852996491,-37.8353320739251,-55.3461364307456,-42.2239160471842,-37.4344485015726,-30.8585618433852,-32.3297158295793,-55.9218504334335,-31.2844465699368,-40.9937586173765,-39.0078719058224,-58.9713620994375,-53.3672004943517,-31.8880165316651,-64.6943052593691
0.5,-26.4548140429002,-38.2816193339299,-37.1086253863585,-37.7689331364424,-54.8739956746507,-42.25559742972,-37.3842009333019,-30.8125812817843,-32.2796958359427,-55.4512164415676,-31.253755016266,-41.1317814383266,-38.9467806202579,-57.5622243926223,-52.6559308449708,-31.8704628602398,-65.8195059664282
0.51,-26.4326928100816,-38.2038310351791,-37.0531919571557,-37.7082758020353,-54.4182254939639,-42.2943026301075,-37.3405417124741,-30.773242293903,-32.2361240539633,-54.9061797759293,-31.2302321752247,-41.2805142530409,-38.8918181230255,-56.3385540384211,-51.9723302639151,-31.8607305102718,-66.7286070328197
0.52,-26.4179895240375,-38.1310291939417,-37.0037466241177,-37.6531966949217,-53.9781798376111,-42.3398813749146,-37.3033813979686,-30.7404412904145,-32.1989024278865,-54.3102557266467,-31.21379497225,-41.439651757089,-38.8429754172652,-55.2588667740919,-51.3193996280821,-31.858781570336,-66.9745285595501
0.53,-26.4106686693722,-38.0630977123247,-36.9601566085492,-37.6035398472089,-53.5531711356576,-42.3921703125376,-37.2726389377162,-30.714084565785,-32.1679450225636,-53.6842514872044,-31.2043741754756,-41.6088033364672,-38.8002474372002,-54.2941153873881,-50.6996541878822,-31.8645965873529,-66.2462207272986
0.54,-26.4107086528296,-37.9999249836585,-36.9222949977135,-37.5591569700192,-53.1425026225649,-42.4509886415156,-37.2482417730434,-30.6940880374899,-32.1431783862916,-53.044923804301,-31.2019146030096,-41.7874683927814,-38.7636335141156,-53.4232491061548,-50.1150329083569,-31.8781751270289,-64.7725949324975
0.55,-26.4181019603648,-37.9414038056876,-36.8900410570359,-37.5199077512525,-52.7454895070588,-42.516133180494,-37.2301259945661,-30.6803770300175,-32.1245419528844,-52.4048465954843,-31.2063753927318,-41.9750066580095,-38.7331378559504,-52.6305542733542,-49.5668213868966,-31.8995364094868,-63.0190703532731
0.56,-26.4328554075357,-37.887431322988,-36.8632805923131,-37.4856601718917,-52.3614724523888,-42.5873728265043,-37.2182365457701,-30.6728860953711,-32.111988476894,-51.7729263699726,-31.2177303284228,-42.1706029174201,-38.7087700409103,-51.9040008777287,-49.0556019251274,-31.9287200170377,-61.2821986858405
0.57,-26.4549904835407,-37.8379089961046,-36.8419063570377,-37.4562908334989,-51.989825780998,-42.66444235561,-37.2125274708989,-30.6715588621462,-32.1054844962813,-51.1551414465689,-31.2359682168001,-42.3732257670972,-38.6905455251569,-51.2341774197094,-48.5812412128669,-31.9657866723501,-59.6759609721571
0.58,-26.4845437905813,-37.7927425949948,-36.8258185005566,-37.4316852902421,-51.6299620815162,-42.7470355335444,-37.2129622042515,-30.6763479054914,-32.1050108171178,-50.5552675338805,-31.261093310703,-42.5815804514795,-38.6784861643318,-50.6135825638795,-48.1429206471544,-32.0108190865424,-58.2264827746894
0.59,-26.5215675816407,-37.7518422144649,-36.8149250534109,-37.4117383794235,-51.2813343821605,-42.8347975260066,-37.2195138984856,-30.6872146303626,-32.1105630150685,-49.9754901567106,-31.2931257742527,-42.7940565593482,-38.6726207484327,-50.0361405882013,-47.7392077644474,-32.0639228779866,-56.9280419483491
0.6,-26.5661304012803,-37.7151223093966,-36.8091424468361,-37.3963545450242,-50.943436696714,-42.9273166315596,-37.2321657900153,-30.7041291604623,-32.1221519484693,-49.416881882564,-31.3321021863268,-43.0086725274808,-38.6729855493243,-49.4968615664316,-47.368161179928,-32.1252275638991,-55.7656366518221
0.61,-26.6183178357035,-37.682501747668,-36.8083960640272,-37.3854481492502,-50.6158035000584,-43.0241154078469,-37.2509116000971,-30.7270702250934,-32.1398042777651,-48.8797570285348,-31.3780760791403,-43.2230206343745,-38.6796248799434,-48.9915977460818,-47.0274571980332,-32.1948876281337,-54.7229160149604
0.62,-26.6782333801684,-37.6539038787833,-36.8126208213844,-37.3789437674341,-50.2980085166956,-43.1246413276766,-37.2757559707043,-30.7560250358716,-32.1635629859239,-48.363927595348,-31.4311185091339,-43.4342185406692,-38.6925916640041,-48.5168654396143,-46.7145246380009,-32.2730836700379,-53.7846691343976
0.63,-26.7459994339008,-37.6292566163329,-36.8217617785232,-37.3767764619257,-49.9896630847573,-43.2282571889938,-37.3067149348086,-30.7909891447971,-32.1934878942007,-47.8688843518615,-31.4913186577503,-43.6388763932232,-38.7119480147105,-48.0697125135178,-46.4266753549684,-32.3600236408162,-52.9374180801503
0.64,-26.8217584350312,-37.6084925325013,-36.835774776369,-37.3788920307916,-49.6904142736821,-43.3342316148402,-37.3438164212143,-30.8319662745968,-32.2296561673009,-47.3939231961658,-31.5587844600522,-43.8330917323409,-38.7377658206046,-47.6476182360934,-46.1612207308158,-32.4559441756362,-52.169397445332
0.65,-26.9056741508356,-37.5915489629309,-36.8546271031306,-37.3852472272318,-49.3999428749501,-43.4417301175055,-37.3871007946363,-30.8789681114813,-32.2721628016179,-46.9382323623628,-31.6336432595247,-44.0124871691848,-38.7701273361822,-47.2484164908998,-45.9155680684663,-32.5611120317592,-51.4703695868572
0.66,-26.9979331417933,-37.5783681203257,-36.8782981883555,-37.3958099456338,-49.1179613443197,-43.5498073636266,-37.4366214322755,-30.9320140495131,-32.3211210898125,-46.5009519801739,-31.7160424878419,-44.1723067215993,-38.8091257742645,-46.8702361263953,-45.6872944274483,-32.675825645359,-50.8314235950798
0.67,-27.0987464218031,-37.5688972152425,-36.906780325608,-37.410559370115,-48.8442117455699,-43.6574014575258,-37.4924453387437,-30.9911308746288,-32.3766630546027,-46.0812142707114,-31.8061503688955,-44.3075840207222,-38.8548658962558,-46.5114540491095,-45.4741983616567,-32.8004168224721,-50.2447990869311
0.68,-27.2083513414831,-37.5630885825595,-36.9400794245572,-37.4294860812732,-48.5784637260948,-43.763331244917,-37.5546538018187,-31.0563523749724,-32.4389398442933,-45.6781702487085,-31.9041566470216,-44.4133875358385,-38.9074645952969,-46.1706579119774,-45.2743319895631,-32.9352525827835,-49.703740013601
0.69,-27.3270137269881,-37.5608998121397,-36.9782157934217,-37.4525921166915,-48.320512541241,-43.8662978050066,-37.6233430922001,-31.1277188625682,-32.508122082341,-45.2910070533132,-32.0102733401783,-44.4851337295682,-38.9670514658504,-45.8466161071564,-45.086016855928,-33.0807371787595,-49.2023735457784
0.7,-27.4550303134724,-37.5622938822073,-37.0212249527662,-37.4798909805382,-48.0701771352068,-43.9648914114186,-37.6986252111821,-31.2052765894446,-32.5844001631941,-44.9189587865925,-32.1247355198604,-44.5189402180173,-39.0337693513415,-45.5382533732911,-44.9078473148191,-33.2373143170626,-48.7356078422351
0.71,-27.5927315204909,-37.5672392939359,-37.0691584815964,-37.5114075973938,-47.827298280363,-44.0576052554749,-37.7806286910006,-31.2890770390943,-32.6679844868465,-44.5613128644793,-32.2478021208689,-44.5119723794032,-39.1077748589801,-45.244630753975,-44.7386849183439,-33.4054696142446,-48.2990438138117
0.72,-27.740484626676,-37.5757102057,-37.1220848965225,-37.5471782052543,-47.5917367731239,-44.1428570853686,-37.8694994535505,-31.3791760715922,-32.7591056250804,-44.2174132731762,-32.3797567857393,-44.4627257611755,-39.1892388276661,-44.964928951507,-44.5776467608944,-33.5857333244119,-47.8888976190657
0.73,-27.8986974134465,-37.5876865653643,-37.1800905644765,-37.5872501825161,-47.3633716823604,-44.2190195681349,-37.9654017342484,-31.4756328977382,-32.8580144133465,-43.8866616970935,-32.5209087507594,-44.3711899652323,-39.2783467306989,-44.6984343441668,-44.4240900806981,-33.7786833827849,-47.5019318916975
0.74,-28.0678223629729,-37.6031542388832,-37.2432806490533,-37.6316818036994,-47.1420986453558,-44.2844595886651,-38.0685190790552,-31.578508854238,-32.964981963742,-43.5685171865384,-32.6715937831492,-44.2388596995055,-39.3752989896166,-44.4445271006557,-44.2775947761996,-33.984948815591,-47.1353945070144
0.75,-28.2483615150013,-37.6221051333459,-37.3117800900198,-37.6805419187149,-46.9278282061509,-44.3375858550741,-38.1790554241168,-31.6878659481303,-33.0802995967005,-43.2624948254254,-32.8321751822319,-44.0685903767843,-39.4803111685165,-44.2026709488964,-44.1379449208001,-34.2052135730686,-46.7869641355367
0.76,-28.440872111593,-37.6445373124343,-37.3857346148849,-37.7339095506898,-46.7204841915691,-44.3769031295785,-38.2972362691694,-31.8037651344031,-33.2042786919204,-42.9681637139559,-33.0030448613692,-43.8643282587998,-39.5936140092047,-43.972404249806,-44.0051098858591,-34.4402208476716,-46.4547020295894
0.77,-28.6459731898959,-37.6704551020617,-37.4653117806846,-37.7918734077491,-46.5200021210887,-44.4010702633574,-38.4233099578426,-31.9262642860037,-33.3372504628184,-42.6851444796391,-33.1846245321619,-43.6307674513327,-39.7154532558824,-43.7533320982477,-43.8792253159868,-34.6907779424081,-46.1370095463112
0.78,-28.8643533228218,-37.6998691837272,-37.5507020433017,-37.8545313047465,-46.3263276479149,-44.4089581640078,-38.557549080332,-32.0554158102591,-33.4795656635037,-42.4131064591312,-33.3773670180019,-43.3729919626948,-39.846089203036,-43.5451192290735,-43.7605739381357,-34.957761752218,-45.8325908991617
0.79,-29.0967797587765,-37.7327966728544,-37.6421198507693,-37.9219894917774,-46.1394150299878,-44.3997030888825,-38.7002520166815,-32.191263860136,-33.6315942430049,-42.1517646441661,-33.5817577305611,-43.0961517766502,-39.9857958807292,-43.3474835502872,-43.6495660179157,-35.2421249104694,-45.5404205929284
0.8,-29.3441092782691,-37.7692611790853,-37.7398047561249,-37.9943618874128,-45.959225631172,-44.3727504536245,-38.8517446421827,-32.3338410829163,-33.7937249682834,-41.9008764511076,-33.7983163502462,-42.8052039078372,-40.134859766311,-43.1601901610319,-43.5467191935332,-35.5449026266177,-45.2597149575681
